OrdemPad,OrdemEns,N,cv,rho,p,algorithm,Cost,SL,Smax,Smin
836,139,5,0.5,0.7,0.05,ACO,119831.364,94.66412619,"[570.0, 920.0, 730.0, 730.0, 795.0]","[515.0, 825.0, 640.0, 430.0, 750.0]"
250,140,10,0.1,0.9,0.15,NM,81971.11637,99.6671309,"[530.1765946438638, 413.7104213926816, 395.10237045255093, 428.0497756117293, 533.0042669079087, 340.8750337959237, 378.01430860670223, 374.0252592035166, 371.6570042716479, 380.49340444724015]","[203.86731843017967, 308.77677433742053, 227.46154722454577, 183.85661987805025, 340.4555500739374, 156.85219979462028, 91.06149078016828, 248.89186346747016, 193.1474665897877, 309.7354484284666]"
956,141,10,0.5,0.8,0.05,ACO,113471.8632,98.66153804,"[210.0, 595.0, 940.0, 645.0, 625.0, 390.0, 235.0, 785.0, 545.0, 605.0]","[190.0, 410.0, 840.0, 460.0, 340.0, 200.0, 140.0, 550.0, 155.0, 415.0]"
102,142,20,0.5,0.9,0.05,NM,154425.8726,99.71504399,"[489.0651807644664, 697.7835645957421, 404.8891153863124, 335.4084814547558, 355.48169120342163, 268.9211618814144, 590.1277208722743, 305.8384808358104, 565.8871337408921, 721.8824437424654, 639.5652302710803, 454.55269252364457, 628.8052599595935, 290.23549191723237, 358.63889950247346, 302.9869698145674, 584.8886979024348, 457.2868403631382, 420.98416337625133, 523.6890407502774]","[231.30430561812992, 354.07936374091474, 262.683407596537, 129.8279536629382, 146.64412879077292, 165.45613177146436, 420.98718052448055, 141.78656464841418, 158.9843450109192, 326.09329078721953, 247.64909103003492, 161.8730845505326, 257.49614374624815, 181.79773174282866, 197.3668023993913, 65.04443509269178, 307.1861567792832, 146.84021283388012, 186.60853695789007, 214.1237263498688]"
34,143,20,0.1,0.9,0.15,NM,160818.2766,99.98744021,"[739.0165900035256, 544.5843967762723, 196.2478875135016, 551.5722955454177, 461.833589919484, 505.29208656617675, 561.0385360458728, 446.9803959108074, 441.44074008285213, 476.6316682934014, 539.36507414219, 600.3337888347039, 340.9486711165032, 514.6633690584135, 463.83109875334515, 548.8719823067231, 232.30242691367562, 509.08362995675327, 85.44766962398029, 408.0649462009786]","[348.04632483829465, 313.8799002733514, 70.0984965445474, 289.03885875342417, 219.5948776659563, 90.14807117203554, 269.1859779855257, 300.66367357310867, 220.66732044367154, 220.00250558160832, 250.85702455621393, 270.4563901127173, 179.9929734975578, 240.53971925450466, 159.04788597901495, 235.30846331559428, 169.22601843639987, 292.3932913933592, 28.436567761846447, 150.224440345205]"
449,144,5,0.1,0.8,0.05,RD,131697.5123,92.48909983,"[704.1627023838722, 365.4279488502521, 774.5945674892341, 953.3308110079673, 786.0231366721589]","[419.4519852501353, 94.9012143426126, 531.8906415195254, 807.222047294178, 444.42241454927864]"
246,145,10,0.1,0.9,0.05,NM,84475.90354,99.8971483,"[448.61118692486775, 638.9920615296786, 400.9170229724909, 502.01953299671845, 610.2346472000228, 399.25116590605774, 423.5650430533914, 389.1342554463464, 361.0854754430019, 289.58851652329247]","[255.36366076298833, 324.123744424607, 290.1026003427737, 206.6671144202081, 480.7602853073798, 173.5182339624784, 92.25217454581177, 259.9173782304787, 180.12667632290538, 92.60000386590318]"
328,146,20,0.1,0.7,0,ACO,157357.0249,99.65119085,"[605.0, 640.0, 565.0, 445.0, 460.0, 630.0, 95.0, 580.0, 300.0, 330.0, 975.0, 940.0, 465.0, 380.0, 200.0, 180.0, 135.0, 620.0, 275.0, 155.0]","[415.0, 585.0, 465.0, 350.0, 85.0, 335.0, 25.0, 70.0, 50.0, 200.0, 295.0, 175.0, 295.0, 200.0, 100.0, 150.0, 120.0, 195.0, 225.0, 55.0]"
858,147,5,0.5,0.9,0.05,NM,72720.78481,99.21300568,"[587.4004877074901, 978.7675910011183, 610.2192649371196, 584.3681828277239, 618.0535993832684]","[512.9419687348209, 349.323577311538, 297.48103943148675, 141.01060845168297, 477.536883579432]"
770,148,5,0.1,0.8,0,NM,128799.713,92.35664264,"[458.0310877906078, 989.8924403335591, 869.5043073672725, 464.77926760244395, 281.305346303075]","[116.99576843212674, 873.6200946420493, 466.5391733916396, 269.94306261006466, 151.985943011822]"
823,149,5,0.25,0.9,0.05,GA,72059.33967,99.35783296,"[403.3, 486.0, 440.23, 863.58, 737.83]","[242.9327231117999, 414.4115298206992, 330.4430857574289, 545.9768413756217, 219.44208133196534]"
731,150,20,0.5,0.7,0.15,GA,194362.0017,97.32273834,"[435.86, 847.14, 957.79, 564.43, 809.29, 629.37, 252.87, 74.6, 187.95, 596.31, 999.89, 38.14, 930.94, 543.5, 179.06, 288.08, 233.05, 754.21, 626.77, 833.71]","[257.0219184440981, 442.30764569904767, 830.4443708003059, 82.00970619580751, 422.366279202645, 315.9439948977953, 198.40756395625743, 47.98709737462187, 148.62867860312923, 326.5897593285262, 913.792033214266, 26.24387596279462, 114.41126155774182, 268.0812741647164, 50.875573482788475, 232.6624146790036, 49.25833284368068, 266.71304713340345, 294.33649962639385, 439.68274435743916]"
43,151,20,0.25,0.7,0.05,GA,166742.9025,96.6628115,"[695.92, 69.35, 647.54, 303.79, 508.04, 936.33, 239.91, 738.27, 932.36, 427.51, 550.26, 413.19, 209.9, 723.56, 510.67, 537.24, 349.04, 135.91, 429.36, 270.43]","[444.2271159077315, 44.790822746040995, 534.1267242915367, 28.080128498288918, 125.05276455030146, 501.29407031481475, 221.2274990225839, 399.6951140710664, 420.99858931201453, 354.39229379300525, 505.4432903912756, 60.350765724317576, 61.077330894305874, 451.12228509941616, 487.46945290013707, 263.45121770845003, 105.70196430478158, 82.61336325015078, 7.656149268400086, 146.94147503249357]"
537,152,5,0.5,0.9,0.15,RD,76723.10007,99.94263158,"[624.5556212505375, 537.8329857377885, 503.9952219669691, 413.61780064864706, 918.3793529382906]","[599.8803774778785, 297.1213483241319, 422.44455437139953, 107.20655004191993, 578.7371788405477]"
326,153,20,0.1,0.7,0,NM,136828.3678,99.88783194,"[416.70366649707034, 707.83563020625, 382.1207229175781, 432.40961786552737, 406.6655891883789, 331.4893345517578, 622.3884410342773, 418.1123890303711, 203.5176147198242, 250.08497652255858, 210.05347168798824, 579.8434652064453, 482.8864639482422, 280.6836567576172, 390.2154041216797, 615.6878092349609, 271.0601265720703, 478.0656736232422, 640.8299735586913, 520.8315310604492]","[129.06308684824327, 427.85517672998606, 154.07399761254462, 185.20889948434416, 148.82066715787585, 123.63532212952678, 423.5727377100955, 250.4529409244776, 131.12413220688785, 145.76131034278575, 95.22941135211707, 295.14175551253817, 126.01989016153864, 140.56418209593008, 207.74027266610705, 167.01933450152097, 131.59635352566642, 239.93638056562236, 508.5797929468395, 250.48253275031135]"
236,154,10,0.1,0.8,0.05,ACO,103533.3228,99.72772778,"[300.0, 270.0, 730.0, 635.0, 300.0, 740.0, 390.0, 595.0, 955.0, 480.0]","[230.0, 115.0, 665.0, 120.0, 195.0, 685.0, 235.0, 330.0, 510.0, 220.0]"
237,155,10,0.1,0.8,0.15,RD,111070.5536,98.32948886,"[364.85591239057635, 897.5678567301478, 483.6685014303743, 840.1014831332623, 383.3327636453786, 839.6546785098845, 428.3570963103132, 629.3530837460034, 340.50600926110275, 73.98972869191367]","[148.89689046345498, 834.4523483222972, 329.54558874754275, 228.84565915331498, 191.6494799382708, 767.7392913004089, 367.4350923066115, 11.017392281657855, 69.63373000854207, 7.950501618846101]"
657,156,20,0.1,0.7,0.15,RD,170075.7838,99.55118549,"[994.0491407705015, 497.043123664796, 669.1504214101346, 619.0381914505244, 516.5827777395207, 597.0838820559566, 905.1869307360874, 414.91216705682655, 408.2410159331282, 279.459172105047, 198.71393487998768, 662.9584012169371, 769.4411907748105, 323.7330278364574, 60.02583034237885, 821.5863767544585, 351.9559070791503, 166.545251099388, 534.8750040967196, 57.67569756466007]","[353.0552301775212, 412.91933270942076, 299.5194063902399, 485.8703967973384, 225.38443255408978, 496.643477014438, 306.4710716195356, 174.3052914689582, 363.1081388237887, 140.43393408493512, 114.92027666027975, 185.3292582136295, 625.2326715662956, 281.9314020754584, 51.09785615488615, 453.69061883168854, 18.269237518331185, 37.28175919534832, 515.6544875070142, 47.69404440180798]"
776,157,5,0.1,0.8,0.05,ACO,122133.6166,93.65927043,"[495.0, 890.0, 995.0, 440.0, 605.0]","[120.0, 445.0, 950.0, 340.0, 530.0]"
60,158,20,0.25,0.8,0.15,ACO,162761.0654,99.38163689,"[510.0, 645.0, 260.0, 370.0, 220.0, 465.0, 750.0, 180.0, 245.0, 405.0, 760.0, 330.0, 355.0, 185.0, 785.0, 285.0, 150.0, 140.0, 155.0, 740.0]","[430.0, 235.0, 155.0, 330.0, 110.0, 180.0, 560.0, 40.0, 190.0, 260.0, 140.0, 295.0, 175.0, 140.0, 340.0, 65.0, 70.0, 130.0, 0.0, 130.0]"
167,159,5,0.25,0.8,0.15,GA,111213.1213,94.45994038,"[64.52, 21.07, 78.29, 550.67, 856.69]","[36.73142984373669, 17.69536890950849, 67.49865254562445, 477.1514240005272, 670.507220357963]"
54,160,20,0.25,0.8,0.05,NM,149051.3274,98.81936271,"[315.0491587505847, 523.5950197497575, 453.993620674764, 719.0169733987384, 555.6429374832746, 330.316536795462, 773.708663058929, 449.17352332784407, 340.90960381204627, 327.8636011920922, 377.19240102706584, 541.3078333436711, 383.5577878195402, 309.06590948516, 326.33853593563146, 566.5488276425525, 653.7550546856428, 556.4240902610975, 375.05303857000615, 602.3783998082628]","[57.406796706503144, 235.33101774032517, 165.61922108751585, 296.42175888481154, 417.97353444372504, 82.29699189960685, 343.52660060998363, 149.4920152449608, 65.62202769821388, 63.37269993064669, 10.037050241047154, 248.57675433980117, 215.7346696912508, 195.83394991034316, 204.02791026516417, 204.55303512865356, 486.2611165121033, 187.41097422181718, 139.23600532923257, 199.37020025967436]"
435,161,5,0.1,0.7,0,GA,224139.506,82.65473948,"[572.11, 87.86, 992.61, 490.62, 87.86]","[527.9923190016904, 68.37095593513172, 705.8534737608909, 400.49715723212336, 80.93612968830068]"
652,162,20,0.1,0.7,0,ACO,175924.1135,98.31406449,"[935.0, 230.0, 335.0, 805.0, 315.0, 245.0, 705.0, 35.0, 310.0, 660.0, 230.0, 865.0, 185.0, 585.0, 370.0, 205.0, 965.0, 320.0, 430.0, 415.0]","[480.0, 105.0, 100.0, 325.0, 95.0, 130.0, 335.0, 15.0, 130.0, 325.0, 5.0, 570.0, 150.0, 285.0, 220.0, 30.0, 180.0, 280.0, 55.0, 340.0]"
896,163,10,0.1,0.9,0.05,ACO,95947.98163,99.41163594,"[395.0, 195.0, 485.0, 235.0, 470.0, 495.0, 495.0, 780.0, 650.0, 340.0]","[125.0, 155.0, 370.0, 50.0, 135.0, 285.0, 260.0, 80.0, 345.0, 320.0]"
270,164,10,0.25,0.8,0.05,NM,106025.9718,98.29195176,"[474.71594298624996, 717.6636213605001, 757.6600163255, 708.7045342424999, 530.7109832987501, 457.13749898000003, 908.8474683632501, 312.96711632874997, 360.128577405, 379.472165006]","[297.675809196513, 240.75418897821123, 182.9401170460564, 526.574476289058, 457.8567268683917, 230.91446754643079, 428.6501853023781, 98.15324972796671, 267.0486828387867, 161.2759037905215]"
126,165,5,0.1,0.8,0.05,NM,124489.437,95.2067933,"[1581.8271769110402, 1307.4825331292266, 1079.403832267776, 390.2190594447718, 619.6431120989591]","[706.0615029264893, 573.89525989909, 930.6826691546614, 67.44919539127562, 619.6431120989591]"
761,166,5,0.1,0.7,0.05,RD,214664.1307,83.90774665,"[660.4108187960985, 879.2795407355653, 818.3241274902114, 861.3096303026269, 806.8923007082763]","[553.8658784195018, 534.8249928545217, 614.9332713791898, 784.4728791191629, 49.40819742796563]"
401,167,20,0.5,0.7,0.05,RD,160874.656,97.86810895,"[440.8529817815765, 408.9774758040431, 164.69261858280615, 469.5522756351742, 615.7556210220786, 282.5957677245765, 457.54041937255084, 218.77114844092483, 620.419595627393, 812.8980054590289, 259.56831457545024, 189.31950729056712, 862.7043801715413, 93.02355145710695, 693.5993083454687, 210.58919393462529, 124.03684084294997, 223.65665147121106, 583.0432196015394, 441.8883006599993]","[183.3819445543152, 397.227686254796, 147.1902503761897, 38.95067536858441, 221.67318065471807, 142.68973863802086, 341.9452748351611, 102.1066834280587, 476.55770817795417, 230.29316779427364, 246.9302654453679, 23.73923733362863, 76.01523248768576, 26.667461420877036, 598.6670806441449, 49.023850111609136, 27.450068541949896, 38.80655977053704, 383.6964337048083, 390.59449376020444]"
518,168,5,0.5,0.8,0,NM,97951.64727,96.17362526,"[398.0413336565575, 808.0950813626405, 1005.0311066070799, 438.1081911292713, 669.674730799118]","[200.6681037875336, 202.9438438571201, 750.5367509349871, 370.39029832387473, 551.17052756182]"
349,169,20,0.1,0.9,0,RD,180330.183,99.48727396,"[786.0654734062052, 189.5296781065541, 589.6438940686854, 728.7736537203018, 205.7054599190784, 431.67250545510626, 530.8363340435199, 707.5586417664892, 399.8496360105651, 387.8140610306823, 274.03263180925006, 131.42312090590735, 792.1721401896135, 148.29061768190178, 433.6600587211571, 860.4433811940042, 537.0204057142147, 835.3473691083532, 512.147399258771, 590.0987874587578]","[223.11570974440886, 143.68385918449627, 207.4160826137504, 35.287181083785406, 17.746427280553426, 290.3793287229616, 210.94509790443914, 407.7285199224333, 245.71086843433613, 189.97839228570402, 61.48919692506611, 69.05045277570659, 301.5443688486033, 87.72866950586442, 378.7842632207673, 321.01274740923776, 336.97094390387946, 507.7246428039543, 197.28088796577944, 463.99904659449425]"
217,170,10,0.1,0.7,0,RD,122769.869,98.63834739,"[996.5120778293672, 947.6530486700711, 824.5022835257024, 465.5389618164615, 567.402606064112, 705.1677391092193, 545.0488277501606, 630.1211485498982, 581.9706610912001, 283.7648592030075]","[873.8178481303556, 658.7944128192953, 229.3453720530788, 255.1412463653752, 426.4466046672269, 584.9212492670426, 497.47835479939965, 226.91185882863775, 80.88734845353817, 190.38182433441526]"
239,171,10,0.1,0.8,0.15,GA,103400.5378,99.89752052,"[998.26, 136.66, 140.31, 0.67, 468.47, 916.66, 851.16, 605.15, 875.37, 123.92]","[912.9050461098478, 115.5253622061434, 10.151466445105655, 0.29517406527844714, 326.69846012123645, 916.5948881117513, 266.1232638723236, 545.4200888069314, 667.3407998231412, 5.440473046516066]"
325,172,20,0.1,0.7,0,RD,162782.609,99.41320009,"[46.47271821524279, 515.4649208807886, 39.18472389391459, 646.6337290106618, 852.5292368706484, 353.23360903339983, 560.8661765687518, 202.8297457582634, 542.6254820850996, 244.5810629202022, 231.96139013494667, 326.42819737279115, 176.1808035045649, 377.67809477346316, 825.4223305646731, 194.93689435754536, 877.3007969346581, 206.95082449881198, 391.22332566960074, 162.490893706991]","[38.318555920178, 313.0937501078729, 26.618255735997522, 342.50477103542113, 443.3938758450009, 201.428836966017, 344.58583626592144, 28.81415475515008, 294.7407245320039, 28.702776268965994, 149.578771657689, 279.49947156642935, 39.90970117696746, 61.089908526719185, 707.8185239356038, 82.42805168670955, 545.885790526169, 24.702457091122774, 314.4109736729425, 107.64250637089829]"
930,173,10,0.25,0.9,0.05,NM,90781.30596,99.91097923,"[468.46200235, 367.99292905000004, 338.71223917500004, 392.610257, 300.81939081250005, 284.53720145000005, 564.6790977875, 372.194721125, 481.699622675, 669.98526535]","[182.31144432339704, 235.68595359224557, 240.3829332321556, 224.35319059881672, 157.69289101463607, 112.6949872214014, 273.93298646450677, 244.05995125715998, 258.6218331643112, 516.4046412798211]"
549,174,10,0.1,0.7,0.15,RD,135065.3399,96.28922953,"[570.4600017096893, 897.6240389935551, 644.3149544936418, 435.21653991917896, 580.2920124911483, 762.9823301337977, 175.29764732237186, 355.4281232903107, 946.2526787861773, 509.1165790663451]","[89.15017563934333, 398.2893571803573, 613.8736610127645, 276.99113240193395, 361.4882090403745, 717.9212714492478, 116.33225027341133, 268.3204734463753, 465.369601993808, 323.8811096445218]"
705,175,20,0.25,0.8,0.15,RD,175524.6378,99.99781106,"[449.6858386428664, 517.6958809504271, 374.6622526901185, 512.1621767983904, 447.9585960567061, 211.40239504177893, 86.55064747913998, 97.33681748087008, 376.97004589640414, 419.7541294183806, 259.2191489716005, 179.79235724471033, 636.3561866800121, 935.6604487971855, 723.4771068740988, 882.7490566348908, 643.9968252821346, 70.75273953809725, 160.6457754302294, 742.0380209223122]","[294.08670838041525, 182.63340958896617, 271.83197160290786, 381.79992759880315, 276.7253636617244, 174.7431660296771, 34.20020481266766, 32.88042631754361, 333.7286562502584, 252.05079627829264, 168.51784493283608, 175.40804240465283, 54.87617221614981, 95.90427397936442, 466.1264274816142, 576.5829351704471, 216.6663652674134, 45.365533459486606, 138.81180970114113, 552.5246977385003]"
589,176,10,0.25,0.8,0,RD,111170.7057,98.18338521,"[231.09204341886834, 423.98338971855367, 660.541268694741, 852.9000284638744, 486.73532174208253, 358.0929478111744, 440.6452693728782, 235.99210301340423, 926.8717106321864, 704.2726529838814]","[26.075490377340856, 246.0512956984449, 160.1187157510836, 365.858509618031, 123.52917233705507, 216.58090412036628, 387.9588314753896, 146.66640191636154, 648.8568698381417, 358.44925497836306]"
935,177,10,0.25,0.9,0.15,GA,106607.4764,98.82488988,"[91.94, 388.55, 373.49, 334.68, 877.27, 505.28, 620.08, 809.05, 913.54, 379.81]","[85.23178479904337, 285.8908489645986, 163.74393767665896, 19.004301359079037, 345.91914366892513, 206.80093640871294, 122.31763293395262, 361.37869275624126, 200.38406241752892, 52.812489823927464]"
752,178,20,0.5,0.9,0.05,ACO,189820.7512,96.09436842,"[85.0, 130.0, 725.0, 380.0, 530.0, 940.0, 185.0, 645.0, 230.0, 740.0, 685.0, 770.0, 85.0, 555.0, 380.0, 175.0, 700.0, 680.0, 505.0, 275.0]","[25.0, 75.0, 40.0, 250.0, 275.0, 170.0, 80.0, 65.0, 120.0, 120.0, 135.0, 160.0, 20.0, 115.0, 170.0, 65.0, 20.0, 520.0, 290.0, 215.0]"
742,179,20,0.5,0.8,0.15,NM,149089.6953,99.14597687,"[506.59975, 738.901125, 711.8746250000002, 605.9156, 396.41032499999994, 346.20565, 674.17115, 713.388275, 226.82274999999998, 378.31262499999997, 249.473375, 527.693175, 350.985825, 358.99342499999995, 279.71085, 343.1730500000001, 461.78225, 320.00474999999994, 680.0464, 462.12447499999996]","[327.93469099642425, 390.6831145403029, 219.158460679998, 187.37825915036166, 262.7825328393007, 161.81586004703308, 104.65604142415728, 358.45280594834514, 95.30480890088943, 143.77047536918795, 116.99722346873875, 319.65577905290513, 98.52198627763507, 243.58480364068885, 145.03877585718868, 200.3810189815021, 85.58168921225834, 131.26519819503534, 426.59191751341825, 227.2635718262831]"
152,180,5,0.25,0.7,0.05,ACO,173723.9257,87.79824268,"[705.0, 210.0, 810.0, 955.0, 690.0]","[430.0, 125.0, 785.0, 830.0, 45.0]"
129,181,5,0.1,0.8,0.15,RD,109034.2432,95.80073907,"[992.8891280495668, 863.4822199731846, 579.9173562350383, 773.1239919282245, 546.6341755055089]","[978.0531364092171, 475.15273793194496, 490.97190071184724, 602.5580114159214, 472.71814597202786]"
934,182,10,0.25,0.9,0.15,NM,89816.10782,99.32695512,"[436.23429939629, 424.53862115408504, 405.7632695831428, 555.6263339830803, 403.3998154326934, 508.61070229954885, 527.343504870126, 466.17541561364874, 351.554492281943, 758.5612554183064]","[284.75476294222346, 162.5084260460036, 243.34962635060822, 199.82485045640243, 154.18284384906107, 292.09748681802967, 69.58737116465386, 313.6586340892106, 186.9856902357749, 525.1093554294838]"
176,183,5,0.25,0.9,0.05,ACO,76478.19324,99.37932167,"[765.0, 895.0, 930.0, 640.0, 870.0]","[605.0, 615.0, 375.0, 575.0, 505.0]"
356,184,20,0.1,0.9,0.05,ACO,181410.2927,98.7640682,"[150.0, 145.0, 470.0, 175.0, 205.0, 330.0, 875.0, 275.0, 160.0, 205.0, 25.0, 850.0, 310.0, 790.0, 230.0, 440.0, 30.0, 565.0, 720.0, 595.0]","[100.0, 60.0, 5.0, 50.0, 150.0, 275.0, 290.0, 90.0, 45.0, 100.0, 10.0, 685.0, 200.0, 530.0, 150.0, 185.0, 15.0, 435.0, 275.0, 155.0]"
329,185,20,0.1,0.7,0.05,RD,151953.9544,99.33568295,"[695.3063683555989, 879.4759650293985, 238.6112626198238, 112.82522616423884, 308.4156766630103, 258.3153360545879, 771.4814914935564, 472.65588002202605, 403.11226986354774, 562.6492261450237, 699.2297009455941, 271.1238694590372, 379.73578560230357, 202.4148881174288, 507.0262135625834, 731.3325338776367, 677.026452927572, 377.9810312830764, 194.52015923252253, 395.04423246139555]","[460.48152808324954, 635.7796305093724, 123.40847293983022, 28.385393351725977, 256.3595786893788, 245.14647351508737, 548.1333847928057, 120.65663785784297, 205.49245968631695, 21.918432273720057, 394.9357136413489, 164.24634099936785, 181.07008421543108, 153.58191524939548, 184.06210416418392, 0.9189454379146496, 232.39484804845347, 38.884593410035585, 14.116863256670626, 302.0584492822612]"
937,186,10,0.5,0.7,0,RD,134687.3763,96.69895083,"[846.8590302158597, 393.3279411419208, 891.8394873516232, 328.7284118370398, 728.5987983861806, 406.81064939446986, 363.06585175513317, 965.8958652621853, 954.6163366062705, 157.22045634951166]","[792.8649174517351, 140.97226559426664, 321.9720725387828, 222.27367351251243, 687.90651201152, 122.3093523692017, 230.7341411945265, 96.1607732836212, 385.9719940279441, 48.335468648173105]"
44,187,20,0.25,0.7,0.05,ACO,174431.1372,98.43083927,"[185.0, 435.0, 770.0, 90.0, 675.0, 115.0, 415.0, 865.0, 460.0, 195.0, 455.0, 630.0, 720.0, 590.0, 295.0, 950.0, 745.0, 495.0, 185.0, 925.0]","[70.0, 40.0, 110.0, 30.0, 540.0, 80.0, 45.0, 560.0, 100.0, 75.0, 210.0, 490.0, 340.0, 205.0, 175.0, 490.0, 215.0, 170.0, 150.0, 120.0]"
132,188,5,0.1,0.8,0.15,ACO,112039.1031,94.71359645,"[940.0, 295.0, 900.0, 820.0, 515.0]","[750.0, 190.0, 635.0, 500.0, 465.0]"
959,189,10,0.5,0.8,0.15,GA,103681.1391,98.94094821,"[990.43, 383.83, 79.35, 685.22, 660.32, 143.45, 824.28, 859.02, 448.33, 822.41]","[953.9402811698026, 87.9766093276043, 58.52805006800551, 355.01517459204115, 538.1751431942014, 101.18159204273906, 692.2650336867847, 204.1032324595009, 86.37488356432384, 706.4641423297928]"
739,190,20,0.5,0.8,0.05,GA,162632.0467,97.52646347,"[753.89, 678.33, 527.21, 130.2, 244.62, 640.51, 56.64, 509.2, 560.47, 712.09, 62.52, 160.32, 889.48, 171.35, 928.27, 128.28, 504.35, 602.94, 368.15, 786.53]","[243.80453265278368, 120.9150706798816, 125.25992515939136, 6.257788849083765, 10.409914648684927, 101.6120836547307, 13.148824118660455, 454.8414846535396, 222.95049607118696, 550.6029485107765, 8.635939793279823, 25.60434803849287, 724.8685778840058, 94.54860213848372, 722.5975070121386, 124.0038839703565, 296.43976079553187, 331.4325657272863, 255.08716732948682, 762.2967043019395]"
734,191,20,0.5,0.8,0,NM,152144.6476,99.66458833,"[487.92256728365203, 320.4037958006754, 359.64125054363427, 511.7439503695768, 620.2016366951248, 440.6696296669851, 540.1795137078337, 448.10994070949846, 619.5739746766819, 322.7552497065952, 586.0140881051033, 781.7504388871425, 244.75555155727022, 655.1955429404453, 559.9948057519158, 603.1399696973206, 304.9226773623289, 672.2490179026095, 381.69854278264, 375.6871518968012]","[158.45876826022442, 178.96171982735402, 191.46010149238816, 211.10392384637902, 200.52021353607358, 258.4558217767959, 335.4065380163535, 209.00097267515946, 357.6430452698062, 166.23753576755155, 249.81495183703083, 508.5842768532631, 144.0820691849745, 369.76901069201585, 209.09533932340065, 139.68273734823964, 114.64689472119073, 487.2670383024093, 109.87641264824423, 136.10381611371935]"
866,192,10,0.1,0.7,0,NM,114604.1513,99.56440517,"[750.7713521062387, 870.8741212686882, 604.8077778347863, 897.378902301477, 656.6144282861574, 1107.3934720466264, 433.3063166679352, 511.761997499487, 570.0817597774618, 679.4539624516764]","[543.7130783268134, 597.6279226399816, 432.52071127624697, 593.4800617769727, 319.42823378676866, 789.1789576250405, 341.32159769787756, 226.10970781978114, 404.1552498451692, 258.94204963291514]"
612,193,10,0.25,0.9,0.15,ACO,107953.277,99.07334199,"[465.0, 590.0, 710.0, 290.0, 895.0, 475.0, 535.0, 480.0, 175.0, 170.0]","[360.0, 530.0, 450.0, 125.0, 140.0, 335.0, 200.0, 270.0, 160.0, 130.0]"
84,194,20,0.5,0.7,0.15,ACO,189997.0989,96.43848197,"[540.0, 615.0, 350.0, 380.0, 205.0, 675.0, 270.0, 450.0, 745.0, 165.0, 435.0, 130.0, 660.0, 285.0, 525.0, 445.0, 480.0, 475.0, 740.0, 250.0]","[520.0, 555.0, 205.0, 315.0, 105.0, 215.0, 205.0, 225.0, 470.0, 15.0, 420.0, 125.0, 595.0, 30.0, 275.0, 35.0, 20.0, 355.0, 15.0, 145.0]"
773,195,5,0.1,0.8,0.05,RD,90652.05956,98.04304733,"[990.9826134034108, 643.4575153134566, 912.4532620993227, 816.1454287480459, 757.4425726960592]","[715.6061245989696, 177.3181104891968, 785.2902904815213, 714.3398358114559, 667.1396949718168]"
223,196,10,0.1,0.7,0.05,GA,125580.4835,96.72583674,"[394.05, 372.56, 184.22, 468.35, 0.9, 645.72, 37.45, 423.11, 276.02, 511.51]","[314.92033239034157, 91.34112060642114, 72.35919058292195, 198.51357150048636, 0.0049236008236792864, 571.1505540550016, 25.002231097405705, 206.4099195873974, 14.010354164820642, 126.2096200722042]"
577,197,10,0.25,0.7,0,RD,129537.2058,98.11768462,"[634.0790332797752, 730.6730735626705, 324.6072249740178, 527.7399137436851, 560.2360331416494, 991.9860662256954, 559.152569747812, 258.9564101570543, 893.5819095481086, 740.0574333693738]","[580.0607717179356, 708.1964183658638, 311.4533602780661, 58.028437644673225, 397.23100754119184, 196.52762581571608, 542.165120271272, 144.8526427963375, 786.1238611135589, 662.4750258155804]"
833,198,5,0.5,0.7,0.05,RD,176562.1522,87.38158134,"[639.9360677116534, 500.7735945341101, 833.8657694267399, 533.5865254351891, 725.0198999410454]","[10.574910752784547, 447.17008730597564, 610.3680975081186, 436.49541982641443, 271.33700137824906]"
107,199,20,0.5,0.9,0.15,GA,183540.5123,98.10835078,"[434.47, 244.07, 87.66, 49.41, 577.38, 849.27, 268.73, 753.75, 429.45, 980.74, 939.45, 646.36, 951.02, 328.18, 897.3, 717.57, 744.73, 462.16, 67.55, 54.67]","[39.95457030739176, 206.02166068985326, 59.54054202105748, 21.477706672143793, 170.57833628058418, 640.5480744815923, 83.52868193682289, 121.04625256122542, 297.1586318746187, 697.6276402518594, 92.99880453950509, 284.84551078565966, 525.6404889881427, 89.15165117134293, 213.15117828242887, 250.16099282160968, 61.59484180982569, 70.81575793271817, 43.57423022289592, 49.005376192954564]"
342,200,20,0.1,0.8,0.05,NM,139571.3893,98.85349836,"[292.4684047296296, 239.86666606517375, 816.1868687421247, 553.9414599363363, 272.42315074163173, 297.8929865536144, 268.07287984667005, 448.6677229616974, 281.0015336688716, 381.06997339386976, 430.84213182895667, 483.9427950216962, 667.2463130656753, 395.170319058883, 691.1189284138752, 815.003859615272, 217.5413808444664, 317.6651577711002, 488.16409411728216, 234.12348477787975]","[199.61606906728497, 46.81752452786333, 168.6333369654787, 248.1014063354721, 175.83606648548442, 106.08524005468647, 132.2627324847052, 269.98987509705677, 193.67184547378918, 200.70104219691478, 349.2656703346005, 358.1959503154936, 338.8743210665392, 225.10634713800124, 247.79990772651246, 173.4731816626869, 130.6836210719078, 100.80198781235212, 79.19212086468764, 83.43913406791722]"
